destination,passanger,weather,temperature,time,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,Bar_ord,CoffeeHouse_ord,CarryAway_ord,RestaurantLessThan20_ord,Restaurant20To50_ord,age_ord,income_ord,education_ord,Cluster,PC1,PC2
Work,Alone,Sunny,55,7AM,1d,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,never,less1,4~8,less1,less1,1,1,0,0,0,1,3,1,1,3,3,2,2,-1.293962008931998,-0.7038507398114979
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,21,Unmarried partner,0,Some college - no degree,Protective Service,$25000 - $37499,gt8,4~8,gt8,4~8,less1,0,0,0,1,4,3,4,3,1,1,2,2,0,2.3287619156770445,-2.2129975228834247
Home,Alone,Sunny,55,6PM,1d,Male,21,Unmarried partner,0,Some college - no degree,Protective Service,$25000 - $37499,gt8,4~8,gt8,4~8,less1,0,0,1,1,4,3,4,3,1,1,2,2,0,2.3287619156770445,-2.2129975228834247
Work,Alone,Sunny,55,7AM,1d,Male,21,Unmarried partner,0,Some college - no degree,Protective Service,$25000 - $37499,gt8,4~8,gt8,4~8,less1,1,1,0,1,4,3,4,3,1,1,2,2,0,2.3287619156770445,-2.2129975228834247
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1,1,0,0,0,2,0,3,1,1,3,1,2,2,-1.0629096433497067,-1.3267780332218468
Home,Alone,Sunny,55,6PM,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1,0,0,1,1,2,0,3,1,1,3,1,2,2,-1.0629096433497067,-1.3267780332218468
Work,Alone,Sunny,55,7AM,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1,1,1,0,0,2,0,3,1,1,3,1,2,2,-1.0629096433497067,-1.3267780332218468
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,less1,never,less1,less1,less1,0,0,0,0,1,0,1,1,1,1,1,2,2,-2.253869695694762,-1.3360895952448257
Home,Alone,Sunny,55,6PM,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,less1,never,less1,less1,less1,0,0,1,0,1,0,1,1,1,1,1,2,2,-2.253869695694762,-1.3360895952448257
Work,Alone,Sunny,55,7AM,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,less1,never,less1,less1,less1,1,1,0,0,1,0,1,1,1,1,1,2,2,-2.253869695694762,-1.3360895952448257
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,gt8,4~8,gt8,less1,1,0,0,0,1,4,3,4,1,5,6,5,0,2.124666719482672,1.5008156809077147
Home,Alone,Sunny,55,6PM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,gt8,4~8,gt8,less1,0,0,1,1,1,4,3,4,1,5,6,5,0,2.124666719482672,1.5008156809077147
Work,Alone,Sunny,55,7AM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,gt8,4~8,gt8,less1,1,1,0,1,1,4,3,4,1,5,6,5,0,2.124666719482672,1.5008156809077147
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0,0,0,1,4,4,4,4,4,2,3,1,0,4.8028546437041895,-2.0900745787228545
Home,Alone,Sunny,55,6PM,1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0,0,1,1,4,4,4,4,4,2,3,1,0,4.8028546437041895,-2.0900745787228545
Work,Alone,Sunny,55,7AM,1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,1,0,1,4,4,4,4,4,2,3,1,0,4.8028546437041895,-2.0900745787228545
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$87500 - $99999,never,less1,1~3,1~3,less1,1,0,0,0,0,1,2,2,1,2,7,4,3,-0.7526591594680966,1.119470841154975
Home,Alone,Sunny,55,6PM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$87500 - $99999,never,less1,1~3,1~3,less1,0,0,1,0,0,1,2,2,1,2,7,4,3,-0.7526591594680966,1.119470841154975
Work,Alone,Sunny,55,7AM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$87500 - $99999,never,less1,1~3,1~3,less1,1,1,0,0,0,1,2,2,1,2,7,4,3,-0.7526591594680966,1.119470841154975
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,50plus,Unmarried partner,1,Some college - no degree,Installation Maintenance & Repair,$12500 - $24999,4~8,less1,1~3,1~3,less1,0,0,0,0,3,1,2,2,1,7,1,2,1,-0.3672713422420023,-0.48771196633382086
Home,Alone,Sunny,55,6PM,1d,Male,50plus,Unmarried partner,1,Some college - no degree,Installation Maintenance & Repair,$12500 - $24999,4~8,less1,1~3,1~3,less1,0,0,1,1,3,1,2,2,1,7,1,2,1,-0.3672713422420023,-0.48771196633382086
Work,Alone,Sunny,55,7AM,1d,Male,50plus,Unmarried partner,1,Some college - no degree,Installation Maintenance & Repair,$12500 - $24999,4~8,less1,1~3,1~3,less1,1,1,0,0,3,1,2,2,1,7,1,2,1,-0.3672713422420023,-0.48771196633382086
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,1~3,1~3,1~3,4~8,less1,1,0,0,0,2,2,2,3,1,5,5,5,3,0.7159813992862751,1.4687271317131032
Home,Alone,Sunny,55,6PM,1d,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,1~3,1~3,1~3,4~8,less1,0,0,1,1,2,2,2,3,1,5,5,5,3,0.7159813992862751,1.4687271317131032
No Urgent Place,Partner,Sunny,80,10AM,2h,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,1~3,1~3,less1,0,0,0,0,0,0,2,2,1,7,7,2,1,-1.3633883438408814,1.3817170414429418
No Urgent Place,Partner,Sunny,80,6PM,1d,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,1~3,1~3,less1,1,0,0,0,0,0,2,2,1,7,7,2,1,-1.3633883438408814,1.3817170414429418
Home,Alone,Sunny,55,6PM,1d,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,1~3,1~3,less1,0,0,1,0,0,0,2,2,1,7,7,2,1,-1.3633883438408814,1.3817170414429418
Work,Alone,Sunny,55,7AM,1d,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,1~3,1~3,less1,1,1,0,0,0,0,2,2,1,7,7,2,1,-1.3633883438408814,1.3817170414429418
No Urgent Place,Partner,Sunny,80,10AM,2h,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,never,1~3,less1,less1,0,0,0,1,4,0,2,1,1,2,6,1,2,-0.5810721326623844,-0.9902946655564346
No Urgent Place,Partner,Sunny,80,6PM,1d,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,never,1~3,less1,less1,1,0,0,1,4,0,2,1,1,2,6,1,2,-0.5810721326623844,-0.9902946655564346
Home,Alone,Sunny,55,6PM,1d,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,never,1~3,less1,less1,0,0,1,1,4,0,2,1,1,2,6,1,2,-0.5810721326623844,-0.9902946655564346
Work,Alone,Sunny,55,7AM,1d,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,never,1~3,less1,less1,1,1,0,1,4,0,2,1,1,2,6,1,2,-0.5810721326623844,-0.9902946655564346
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,1~3,less1,less1,1~3,1~3,1,0,0,0,2,1,1,2,2,5,8,4,3,-0.0021892811126674027,1.984396065874504
Home,Alone,Sunny,55,6PM,1d,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,1~3,less1,less1,1~3,1~3,0,0,1,1,2,1,1,2,2,5,8,4,3,-0.0021892811126674027,1.984396065874504
Work,Alone,Sunny,55,7AM,1d,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,2,1,1,2,2,5,8,4,3,-0.0021892811126674027,1.984396065874504
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,0,0,0,1,0,2,2,2,2,3,2,1,2,-0.4360673453910042,-1.2593797006867737
Home,Alone,Sunny,55,6PM,1d,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,0,0,1,1,0,2,2,2,2,3,2,1,2,-0.4360673453910042,-1.2593797006867737
Work,Alone,Sunny,55,7AM,1d,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,1,1,0,1,0,2,2,2,2,3,2,1,2,-0.4360673453910042,-1.2593797006867737
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,less1,less1,1,0,0,0,0,1,2,1,1,1,2,2,2,-1.752989450415541,-1.2271674638786074
Home,Alone,Sunny,55,6PM,1d,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,less1,less1,0,0,1,0,0,1,2,1,1,1,2,2,2,-1.752989450415541,-1.2271674638786074
Work,Alone,Sunny,55,7AM,1d,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,less1,less1,1,1,0,0,0,1,2,1,1,1,2,2,2,-1.752989450415541,-1.2271674638786074
No Urgent Place,Partner,Sunny,80,10AM,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,1~3,gt8,less1,0,0,0,0,1,1,2,4,1,3,8,2,3,0.624532533264928,0.5305344940605721
No Urgent Place,Partner,Sunny,80,6PM,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,1~3,gt8,less1,1,0,0,1,1,1,2,4,1,3,8,2,3,0.624532533264928,0.5305344940605721
Home,Alone,Sunny,55,6PM,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,1~3,gt8,less1,0,0,1,1,1,1,2,4,1,3,8,2,3,0.624532533264928,0.5305344940605721
Work,Alone,Sunny,55,7AM,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,1~3,gt8,less1,1,1,0,1,1,1,2,4,1,3,8,2,3,0.624532533264928,0.5305344940605721
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,21,Single,0,Some college - no degree,Student,$50000 - $62499,never,4~8,4~8,1~3,less1,0,0,0,0,0,3,3,2,1,1,4,2,2,0.05683386704846038,-1.0971551999706675
Home,Alone,Sunny,55,6PM,1d,Male,21,Single,0,Some college - no degree,Student,$50000 - $62499,never,4~8,4~8,1~3,less1,0,0,1,0,0,3,3,2,1,1,4,2,2,0.05683386704846038,-1.0971551999706675
Work,Alone,Sunny,55,7AM,1d,Male,21,Single,0,Some college - no degree,Student,$50000 - $62499,never,4~8,4~8,1~3,less1,1,1,0,0,0,3,3,2,1,1,4,2,2,0.05683386704846038,-1.0971551999706675
Home,Alone,Sunny,55,6PM,1d,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Life Physical Social Science,$100000 or More,less1,4~8,1~3,1~3,less1,0,0,1,1,1,3,2,2,1,4,8,5,3,0.3356536673785021,1.9441069377496945
Work,Alone,Sunny,55,7AM,1d,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Life Physical Social Science,$100000 or More,less1,4~8,1~3,1~3,less1,1,1,0,0,1,3,2,2,1,4,8,5,3,0.3356536673785021,1.9441069377496945
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Male,46,Unmarried partner,1,Bachelors degree,Business & Financial,$62500 - $74999,never,less1,4~8,1~3,never,1,0,0,0,0,1,3,2,0,6,5,4,1,-1.0605018655682512,1.327086432657655
Home,Alone,Sunny,55,6PM,1d,Male,46,Unmarried partner,1,Bachelors degree,Business & Financial,$62500 - $74999,never,less1,4~8,1~3,never,0,0,1,0,0,1,3,2,0,6,5,4,1,-1.0605018655682512,1.327086432657655
Work,Alone,Sunny,55,7AM,1d,Male,46,Unmarried partner,1,Bachelors degree,Business & Financial,$62500 - $74999,never,less1,4~8,1~3,never,1,1,0,0,0,1,3,2,0,6,5,4,1,-1.0605018655682512,1.327086432657655
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,26,Single,0,High School Graduate,Sales & Related,$12500 - $24999,never,never,4~8,1~3,never,0,0,0,1,0,0,3,2,0,2,1,1,2,-1.7546028214383216,-1.8172639301577949
Home,Alone,Sunny,55,6PM,1d,Male,26,Single,0,High School Graduate,Sales & Related,$12500 - $24999,never,never,4~8,1~3,never,0,0,1,1,0,0,3,2,0,2,1,1,2,-1.7546028214383216,-1.8172639301577949
Work,Alone,Sunny,55,7AM,1d,Male,26,Single,0,High School Graduate,Sales & Related,$12500 - $24999,never,never,4~8,1~3,never,1,1,0,1,0,0,3,2,0,2,1,1,2,-1.7546028214383216,-1.8172639301577949
No Urgent Place,Partner,Sunny,80,10AM,2h,Male,50plus,Married partner,0,Some college - no degree,Protective Service,$37500 - $49999,never,less1,gt8,gt8,1~3,0,0,0,0,0,1,4,4,2,7,3,2,1,1.3179179767544944,0.17759876879007125
No Urgent Place,Partner,Sunny,80,6PM,1d,Male,50plus,Married partner,0,Some college - no degree,Protective Service,$37500 - $49999,never,less1,gt8,gt8,1~3,1,0,0,0,0,1,4,4,2,7,3,2,1,1.3179179767544944,0.17759876879007125
Home,Alone,Sunny,55,6PM,1d,Male,50plus,Married partner,0,Some college - no degree,Protective Service,$37500 - $49999,never,less1,gt8,gt8,1~3,0,0,1,0,0,1,4,4,2,7,3,2,1,1.3179179767544944,0.17759876879007125
Work,Alone,Sunny,55,7AM,1d,Male,50plus,Married partner,0,Some college - no degree,Protective Service,$37500 - $49999,never,less1,gt8,gt8,1~3,1,1,0,0,0,1,4,4,2,7,3,2,1,1.3179179767544944,0.17759876879007125
No Urgent Place,Partner,Sunny,80,10AM,2h,Female,46,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,less1,4~8,1~3,1~3,less1,0,0,0,0,1,3,2,2,1,6,2,2,1,-0.3008181979738074,-0.4164721398555308
No Urgent Place,Partner,Sunny,80,6PM,1d,Female,46,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,less1,4~8,1~3,1~3,less1,1,0,0,1,1,3,2,2,1,6,2,2,1,-0.3008181979738074,-0.4164721398555308
Home,Alone,Sunny,55,6PM,1d,Female,46,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,less1,4~8,1~3,1~3,less1,0,0,1,1,1,3,2,2,1,6,2,2,1,-0.3008181979738074,-0.4164721398555308
Work,Alone,Sunny,55,7AM,1d,Female,46,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,less1,4~8,1~3,1~3,less1,1,1,0,0,1,3,2,2,1,6,2,2,1,-0.3008181979738074,-0.4164721398555308
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,26,Single,0,Associates degree,Office & Administrative Support,$37500 - $49999,4~8,less1,1~3,4~8,1~3,0,0,0,1,3,1,2,3,2,2,3,3,0,1.0682204805167015,-0.5729905751747795
Home,Alone,Sunny,55,6PM,1d,Male,26,Single,0,Associates degree,Office & Administrative Support,$37500 - $49999,4~8,less1,1~3,4~8,1~3,0,0,1,1,3,1,2,3,2,2,3,3,0,1.0682204805167015,-0.5729905751747795
Work,Alone,Sunny,55,7AM,1d,Male,26,Single,0,Associates degree,Office & Administrative Support,$37500 - $49999,4~8,less1,1~3,4~8,1~3,1,1,0,1,3,1,2,3,2,2,3,3,0,1.0682204805167015,-0.5729905751747795
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,below21,Single,0,Some college - no degree,Student,$100000 or More,never,1~3,4~8,4~8,1~3,0,0,0,1,0,2,3,3,2,0,8,2,3,1.1023247566403453,-0.20784417478932932
Home,Alone,Sunny,55,6PM,1d,Female,below21,Single,0,Some college - no degree,Student,$100000 or More,never,1~3,4~8,4~8,1~3,0,0,1,1,0,2,3,3,2,0,8,2,3,1.1023247566403453,-0.20784417478932932
Work,Alone,Sunny,55,7AM,1d,Female,below21,Single,0,Some college - no degree,Student,$100000 or More,never,1~3,4~8,4~8,1~3,1,1,0,0,0,2,3,3,2,0,8,2,3,1.1023247566403453,-0.20784417478932932
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,41,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,never,4~8,1~3,less1,1,0,0,0,0,0,3,2,1,5,2,2,1,-1.1608265581366064,-0.3654574361390851
Home,Alone,Sunny,55,6PM,1d,Female,41,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,never,4~8,1~3,less1,0,0,1,0,0,0,3,2,1,5,2,2,1,-1.1608265581366064,-0.3654574361390851
Work,Alone,Sunny,55,7AM,1d,Female,41,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,never,4~8,1~3,less1,1,1,0,0,0,0,3,2,1,5,2,2,1,-1.1608265581366064,-0.3654574361390851
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,41,Divorced,1,Some college - no degree,Protective Service,$25000 - $37499,less1,less1,4~8,1~3,less1,1,0,0,0,1,1,3,2,1,5,2,2,1,-0.4878959392841049,-0.5956724119555794
Home,Alone,Sunny,55,6PM,1d,Female,41,Divorced,1,Some college - no degree,Protective Service,$25000 - $37499,less1,less1,4~8,1~3,less1,0,0,1,1,1,1,3,2,1,5,2,2,1,-0.4878959392841049,-0.5956724119555794
Work,Alone,Sunny,55,7AM,1d,Female,41,Divorced,1,Some college - no degree,Protective Service,$25000 - $37499,less1,less1,4~8,1~3,less1,1,1,0,0,1,1,3,2,1,5,2,2,1,-0.4878959392841049,-0.5956724119555794
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,21,Single,0,Some college - no degree,Student,Less than $12500,gt8,4~8,4~8,4~8,1~3,0,0,0,1,4,3,3,3,2,1,0,2,0,2.2942082628204283,-2.4439487394706254
Home,Alone,Sunny,55,6PM,1d,Female,21,Single,0,Some college - no degree,Student,Less than $12500,gt8,4~8,4~8,4~8,1~3,0,0,1,1,4,3,3,3,2,1,0,2,0,2.2942082628204283,-2.4439487394706254
Work,Alone,Sunny,55,7AM,1d,Female,21,Single,0,Some college - no degree,Student,Less than $12500,gt8,4~8,4~8,4~8,1~3,1,1,0,1,4,3,3,3,2,1,0,2,0,2.2942082628204283,-2.4439487394706254
No Urgent Place,Partner,Sunny,80,10AM,2h,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Management,$100000 or More,less1,4~8,gt8,gt8,1~3,0,0,0,0,1,3,4,4,2,5,8,5,3,2.899113082544203,1.979824180048979
No Urgent Place,Partner,Sunny,80,6PM,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Management,$100000 or More,less1,4~8,gt8,gt8,1~3,1,0,0,1,1,3,4,4,2,5,8,5,3,2.899113082544203,1.979824180048979
Home,Alone,Sunny,55,6PM,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Management,$100000 or More,less1,4~8,gt8,gt8,1~3,0,0,1,1,1,3,4,4,2,5,8,5,3,2.899113082544203,1.979824180048979
Work,Alone,Sunny,55,7AM,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Management,$100000 or More,less1,4~8,gt8,gt8,1~3,1,1,0,1,1,3,4,4,2,5,8,5,3,2.899113082544203,1.979824180048979
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,26,Single,0,Bachelors degree,Retired,$87500 - $99999,never,less1,less1,1~3,less1,0,0,0,0,0,1,1,2,1,2,7,4,3,-1.203226176009213,1.2726343525657027
Home,Alone,Sunny,55,6PM,1d,Female,26,Single,0,Bachelors degree,Retired,$87500 - $99999,never,less1,less1,1~3,less1,0,0,1,0,0,1,1,2,1,2,7,4,3,-1.203226176009213,1.2726343525657027
Work,Alone,Sunny,55,7AM,1d,Female,26,Single,0,Bachelors degree,Retired,$87500 - $99999,never,less1,less1,1~3,less1,1,1,0,0,0,1,1,2,1,2,7,4,3,-1.203226176009213,1.2726343525657027
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,21,Single,0,Bachelors degree,Student,$62500 - $74999,4~8,4~8,1~3,1~3,less1,0,0,0,1,3,3,2,2,1,1,5,4,0,0.8403943593492877,-0.15473222018701785
Home,Alone,Sunny,55,6PM,1d,Male,21,Single,0,Bachelors degree,Student,$62500 - $74999,4~8,4~8,1~3,1~3,less1,0,0,1,1,3,3,2,2,1,1,5,4,0,0.8403943593492877,-0.15473222018701785
Work,Alone,Sunny,55,7AM,1d,Male,21,Single,0,Bachelors degree,Student,$62500 - $74999,4~8,4~8,1~3,1~3,less1,1,1,0,1,3,3,2,2,1,1,5,4,0,0.8403943593492877,-0.15473222018701785
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,31,Married partner,1,Bachelors degree,Sales & Related,$12500 - $24999,less1,1~3,1~3,1~3,less1,1,0,0,0,1,2,2,2,1,3,1,4,2,-0.46475863772280684,-0.2634914542994778
Home,Alone,Sunny,55,6PM,1d,Female,31,Married partner,1,Bachelors degree,Sales & Related,$12500 - $24999,less1,1~3,1~3,1~3,less1,0,0,1,1,1,2,2,2,1,3,1,4,2,-0.46475863772280684,-0.2634914542994778
Work,Alone,Sunny,55,7AM,1d,Female,31,Married partner,1,Bachelors degree,Sales & Related,$12500 - $24999,less1,1~3,1~3,1~3,less1,1,1,0,0,1,2,2,2,1,3,1,4,2,-0.46475863772280684,-0.2634914542994778
No Urgent Place,Partner,Sunny,80,10AM,2h,Male,26,Married partner,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,1~3,1~3,1~3,less1,0,0,0,0,1,2,2,2,1,2,3,4,2,-0.3192733465100105,-0.028274865354981946
No Urgent Place,Partner,Sunny,80,6PM,1d,Male,26,Married partner,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,1~3,1~3,1~3,less1,1,0,0,1,1,2,2,2,1,2,3,4,2,-0.3192733465100105,-0.028274865354981946
Home,Alone,Sunny,55,6PM,1d,Male,26,Married partner,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,1~3,1~3,1~3,less1,0,0,1,0,1,2,2,2,1,2,3,4,2,-0.3192733465100105,-0.028274865354981946
Work,Alone,Sunny,55,7AM,1d,Male,26,Married partner,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,1~3,1~3,1~3,less1,1,1,0,1,1,2,2,2,1,2,3,4,2,-0.3192733465100105,-0.028274865354981946
No Urgent Place,Partner,Sunny,80,10AM,2h,Female,26,Unmarried partner,0,High School Graduate,Business & Financial,$12500 - $24999,never,1~3,less1,1~3,never,0,0,0,1,0,2,1,2,0,2,1,1,2,-1.9923792084035519,-1.708448923049254
No Urgent Place,Partner,Sunny,80,6PM,1d,Female,26,Unmarried partner,0,High School Graduate,Business & Financial,$12500 - $24999,never,1~3,less1,1~3,never,1,0,0,1,0,2,1,2,0,2,1,1,2,-1.9923792084035519,-1.708448923049254
Home,Alone,Sunny,55,6PM,1d,Female,26,Unmarried partner,0,High School Graduate,Business & Financial,$12500 - $24999,never,1~3,less1,1~3,never,0,0,1,0,0,2,1,2,0,2,1,1,2,-1.9923792084035519,-1.708448923049254
Work,Alone,Sunny,55,7AM,1d,Female,26,Unmarried partner,0,High School Graduate,Business & Financial,$12500 - $24999,never,1~3,less1,1~3,never,1,1,0,0,0,2,1,2,0,2,1,1,2,-1.9923792084035519,-1.708448923049254
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,never,less1,1~3,1~3,1~3,0,0,0,0,0,1,2,2,2,7,2,4,1,-0.6448688415323516,1.164951947148128
Home,Alone,Sunny,55,6PM,1d,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,never,less1,1~3,1~3,1~3,0,0,1,1,0,1,2,2,2,7,2,4,1,-0.6448688415323516,1.164951947148128
Work,Alone,Sunny,55,7AM,1d,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,never,less1,1~3,1~3,1~3,1,1,0,0,0,1,2,2,2,7,2,4,1,-0.6448688415323516,1.164951947148128
No Urgent Place,Partner,Sunny,80,10AM,2h,Female,26,Unmarried partner,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,less1,less1,1~3,less1,1~3,0,0,0,0,1,1,2,1,2,2,2,2,2,-0.9016647762554214,-1.0604270180876059
No Urgent Place,Partner,Sunny,80,6PM,1d,Female,26,Unmarried partner,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,less1,less1,1~3,less1,1~3,1,0,0,1,1,1,2,1,2,2,2,2,2,-0.9016647762554214,-1.0604270180876059
Home,Alone,Sunny,55,6PM,1d,Female,26,Unmarried partner,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,less1,less1,1~3,less1,1~3,0,0,1,1,1,1,2,1,2,2,2,2,2,-0.9016647762554214,-1.0604270180876059
Work,Alone,Sunny,55,7AM,1d,Female,26,Unmarried partner,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,less1,less1,1~3,less1,1~3,1,1,0,1,1,1,2,1,2,2,2,2,2,-0.9016647762554214,-1.0604270180876059
