destination,passanger,weather,temperature,time,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,Bar_ord,CoffeeHouse_ord,CarryAway_ord,RestaurantLessThan20_ord,Restaurant20To50_ord,age_ord,income_ord,education_ord
Work,Alone,Sunny,55,7AM,1d,Female,26,Unmarried partner,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,less1,less1,1~3,less1,1~3,1,1,0,1,1,1,2,1,2,2,2,2
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,41,Married partner,1,Bachelors degree,Management,$62500 - $74999,1~3,4~8,4~8,4~8,1~3,1,0,0,0,2,3,3,3,2,5,5,4
Home,Alone,Sunny,55,6PM,1d,Female,41,Married partner,1,Bachelors degree,Management,$62500 - $74999,1~3,4~8,4~8,4~8,1~3,0,0,1,1,2,3,3,3,2,5,5,4
Work,Alone,Sunny,55,7AM,1d,Female,41,Married partner,1,Bachelors degree,Management,$62500 - $74999,1~3,4~8,4~8,4~8,1~3,1,1,0,1,2,3,3,3,2,5,5,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,26,Single,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,1~3,1~3,1~3,1~3,less1,0,0,0,1,2,2,2,2,1,2,2,2
Home,Alone,Sunny,55,6PM,1d,Female,26,Single,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,1~3,1~3,1~3,1~3,less1,0,0,1,1,2,2,2,2,1,2,2,2
Work,Alone,Sunny,55,7AM,1d,Female,26,Single,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,1~3,1~3,1~3,1~3,less1,1,1,0,1,2,2,2,2,1,2,2,2
No Urgent Place,Partner,Sunny,80,10AM,2h,Male,21,Married partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,never,never,1~3,1~3,less1,0,0,0,0,0,0,2,2,1,1,2,2
No Urgent Place,Partner,Sunny,80,6PM,1d,Male,21,Married partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,never,never,1~3,1~3,less1,1,0,0,0,0,0,2,2,1,1,2,2
Home,Alone,Sunny,55,6PM,1d,Male,21,Married partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,never,never,1~3,1~3,less1,0,0,1,0,0,0,2,2,1,1,2,2
Work,Alone,Sunny,55,7AM,1d,Male,21,Married partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,never,never,1~3,1~3,less1,1,1,0,0,0,0,2,2,1,1,2,2
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,50plus,Married partner,1,Associates degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,less1,1~3,never,1,0,0,0,0,0,1,2,0,7,2,3
Home,Alone,Sunny,55,6PM,1d,Female,50plus,Married partner,1,Associates degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,less1,1~3,never,0,0,1,0,0,0,1,2,0,7,2,3
Work,Alone,Sunny,55,7AM,1d,Female,50plus,Married partner,1,Associates degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,less1,1~3,never,1,1,0,0,0,0,1,2,0,7,2,3
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,4~8,4~8,4~8,never,0,0,0,0,0,3,3,3,0,1,1,2
Home,Alone,Sunny,55,6PM,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,4~8,4~8,4~8,never,0,0,1,1,0,3,3,3,0,1,1,2
Work,Alone,Sunny,55,7AM,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,4~8,4~8,4~8,never,1,1,0,1,0,3,3,3,0,1,1,2
No Urgent Place,Partner,Sunny,80,10AM,2h,Female,26,Married partner,0,Bachelors degree,Healthcare Practitioners & Technical,$100000 or More,never,1~3,1~3,4~8,less1,0,0,0,0,0,2,2,3,1,2,8,4
No Urgent Place,Partner,Sunny,80,6PM,1d,Female,26,Married partner,0,Bachelors degree,Healthcare Practitioners & Technical,$100000 or More,never,1~3,1~3,4~8,less1,1,0,0,1,0,2,2,3,1,2,8,4
Home,Alone,Sunny,55,6PM,1d,Female,26,Married partner,0,Bachelors degree,Healthcare Practitioners & Technical,$100000 or More,never,1~3,1~3,4~8,less1,0,0,1,1,0,2,2,3,1,2,8,4
Work,Alone,Sunny,55,7AM,1d,Female,26,Married partner,0,Bachelors degree,Healthcare Practitioners & Technical,$100000 or More,never,1~3,1~3,4~8,less1,1,1,0,0,0,2,2,3,1,2,8,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,50plus,Single,0,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,1~3,4~8,1~3,0,0,0,1,2,0,2,3,2,7,6,4
Home,Alone,Sunny,55,6PM,1d,Male,50plus,Single,0,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,1~3,4~8,1~3,0,0,1,1,2,0,2,3,2,7,6,4
Work,Alone,Sunny,55,7AM,1d,Male,50plus,Single,0,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,1~3,4~8,1~3,1,1,0,1,2,0,2,3,2,7,6,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,0,0,0,0,0,0,2,1,1,2,1,4
Home,Alone,Sunny,55,6PM,1d,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,0,0,1,0,0,0,2,1,1,2,1,4
Work,Alone,Sunny,55,7AM,1d,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,1,1,0,0,0,0,2,1,1,2,1,4
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,1,2,2,2,2,2,2,4
Home,Alone,Sunny,55,6PM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,0,0,1,1,1,2,2,2,2,2,2,4
Work,Alone,Sunny,55,7AM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,1,0,0,1,2,2,2,2,2,2,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,0,0,2,4,2,2,1,1,4
Home,Alone,Sunny,55,6PM,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,1,0,0,2,4,2,2,1,1,4
Work,Alone,Sunny,55,7AM,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,1,0,0,0,2,4,2,2,1,1,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,1,1,2,4,4,2,4,8,4
Home,Alone,Sunny,55,6PM,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,1,1,1,2,4,4,2,4,8,4
Work,Alone,Sunny,55,7AM,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,1,0,1,1,2,4,4,2,4,8,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,0,1,3,4,3,3,3,7,8,5
No Urgent Place,Kid(s),Sunny,80,10AM,2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,0,0,1,3,4,3,3,3,7,8,5
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0,1,2,3,2,4,4,3,7,4
No Urgent Place,Partner,Sunny,80,6PM,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,0,0,2,3,2,4,4,3,7,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0,0,0,0,3,3,1,1,0,2
No Urgent Place,Partner,Sunny,80,6PM,2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,0,1,0,0,3,3,1,1,0,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,0,0,0,0,2,1,0,4,2,2
No Urgent Place,Kid(s),Sunny,80,10AM,2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,0,0,0,0,0,2,1,0,4,2,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,0,1,2,1,3,2,1,1,0,4
No Urgent Place,Partner,Sunny,80,6PM,2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,1,0,0,1,2,1,3,2,1,1,0,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,0,0,0,0,0,0,2,2,0,3,6,4
No Urgent Place,Kid(s),Sunny,80,10AM,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,0,0,0,0,0,2,2,0,3,6,4
No Urgent Place,Kid(s),Sunny,80,10AM,2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,0,0,0,0,4,3,4,2,2,8,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,50plus,Married partner,0,Some college - no degree,Unemployed,$25000 - $37499,never,never,1~3,4~8,never,0,0,0,0,0,0,2,3,0,7,2,2
No Urgent Place,Partner,Sunny,80,6PM,2h,Female,50plus,Married partner,0,Some college - no degree,Unemployed,$25000 - $37499,never,never,1~3,4~8,never,1,0,0,0,0,0,2,3,0,7,2,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,26,Single,0,Associates degree,Unemployed,Less than $12500,less1,never,1~3,less1,less1,0,0,0,1,1,0,2,1,1,2,0,3
Home,Alone,Sunny,80,10PM,1d,Male,26,Single,0,Associates degree,Unemployed,Less than $12500,less1,never,1~3,less1,less1,1,0,1,1,1,0,2,1,1,2,0,3
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,less1,less1,gt8,gt8,4~8,0,0,0,1,1,1,4,4,3,5,3,5
No Urgent Place,Partner,Sunny,80,6PM,2h,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,less1,less1,gt8,gt8,4~8,1,0,0,1,1,1,4,4,3,5,3,5
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Management,$25000 - $37499,4~8,gt8,gt8,4~8,less1,0,0,0,1,3,4,4,3,1,2,2,5
Home,Alone,Sunny,80,10PM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Management,$25000 - $37499,4~8,gt8,gt8,4~8,less1,1,0,1,1,3,4,4,3,1,2,2,5
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,21,Single,0,Bachelors degree,Student,$100000 or More,1~3,4~8,1~3,4~8,1~3,0,0,0,1,2,3,2,3,2,1,8,4
Home,Alone,Sunny,80,10PM,1d,Male,21,Single,0,Bachelors degree,Student,$100000 or More,1~3,4~8,1~3,4~8,1~3,1,0,1,0,2,3,2,3,2,1,8,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$50000 - $62499,1~3,never,4~8,1~3,less1,0,0,0,1,2,0,3,2,1,2,4,4
Home,Alone,Sunny,80,10PM,1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$50000 - $62499,1~3,never,4~8,1~3,less1,1,0,1,0,2,0,3,2,1,2,4,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$12500 - $24999,1~3,4~8,4~8,4~8,never,0,0,0,1,2,3,3,3,0,1,1,4
No Urgent Place,Partner,Sunny,80,6PM,2h,Male,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$12500 - $24999,1~3,4~8,4~8,4~8,never,1,0,0,0,2,3,3,3,0,1,1,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,46,Single,0,Some college - no degree,Protective Service,$25000 - $37499,1~3,never,4~8,1~3,1~3,0,0,0,1,2,0,3,2,2,6,2,2
Home,Alone,Sunny,80,10PM,1d,Female,46,Single,0,Some college - no degree,Protective Service,$25000 - $37499,1~3,never,4~8,1~3,1~3,1,0,1,1,2,0,3,2,2,6,2,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,31,Unmarried partner,1,Bachelors degree,Sales & Related,$37500 - $49999,1~3,less1,4~8,4~8,less1,0,0,0,1,2,1,3,3,1,3,3,4
No Urgent Place,Partner,Sunny,80,6PM,2h,Female,31,Unmarried partner,1,Bachelors degree,Sales & Related,$37500 - $49999,1~3,less1,4~8,4~8,less1,1,0,0,1,2,1,3,3,1,3,3,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,below21,Single,0,High School Graduate,Unemployed,Less than $12500,never,never,4~8,4~8,never,0,0,0,0,0,0,3,3,0,0,0,1
No Urgent Place,Partner,Sunny,80,6PM,2h,Female,below21,Single,0,High School Graduate,Unemployed,Less than $12500,never,never,4~8,4~8,never,1,0,0,0,0,0,3,3,0,0,0,1
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,never,0,0,0,0,1,2,3,3,0,1,0,2
No Urgent Place,Partner,Sunny,80,6PM,2h,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,never,1,0,0,0,1,2,3,3,0,1,0,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,never,less1,1~3,never,0,0,0,1,1,0,1,2,0,1,3,4
Home,Alone,Sunny,80,10PM,1d,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,never,less1,1~3,never,1,0,1,1,1,0,1,2,0,1,3,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,36,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,never,4~8,4~8,never,0,0,0,0,1,0,3,3,0,4,4,4
No Urgent Place,Partner,Sunny,80,6PM,2h,Female,36,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,never,4~8,4~8,never,1,0,0,1,1,0,3,3,0,4,4,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,less1,gt8,4~8,1~3,less1,0,0,0,0,1,4,3,2,1,0,1,2
No Urgent Place,Partner,Sunny,80,6PM,2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,less1,gt8,4~8,1~3,less1,1,0,0,0,1,4,3,2,1,0,1,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,36,Single,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,less1,never,4~8,1~3,less1,0,0,0,0,1,0,3,2,1,4,3,5
Home,Alone,Sunny,80,10PM,1d,Female,36,Single,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,less1,never,4~8,1~3,less1,1,0,1,0,1,0,3,2,1,4,3,5
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,never,less1,1~3,4~8,never,0,0,0,0,0,1,2,3,0,2,2,4
Home,Alone,Sunny,80,10PM,1d,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,never,less1,1~3,4~8,never,1,0,1,0,0,1,2,3,0,2,2,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,36,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,1~3,gt8,4~8,gt8,1~3,0,0,0,0,2,4,3,4,2,4,5,5
No Urgent Place,Partner,Sunny,80,6PM,2h,Female,36,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,1~3,gt8,4~8,gt8,1~3,1,0,0,0,2,4,3,4,2,4,5,5
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,46,Married partner,1,Some college - no degree,Personal Care & Service,$37500 - $49999,never,less1,less1,1~3,less1,0,0,0,0,0,1,1,2,1,6,3,2
No Urgent Place,Kid(s),Sunny,80,10AM,2h,Female,46,Married partner,1,Some college - no degree,Personal Care & Service,$37500 - $49999,never,less1,less1,1~3,less1,1,0,0,0,0,1,1,2,1,6,3,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,31,Married partner,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,1~3,1~3,4~8,1~3,less1,0,0,0,1,2,2,3,2,1,3,3,2
No Urgent Place,Kid(s),Sunny,80,10AM,2h,Female,31,Married partner,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,1~3,1~3,4~8,1~3,less1,1,0,0,0,2,2,3,2,1,3,3,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,never,1~3,1~3,1~3,less1,0,0,0,0,0,2,2,2,1,2,3,5
No Urgent Place,Partner,Sunny,80,6PM,2h,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,never,1~3,1~3,1~3,less1,1,0,0,0,0,2,2,2,1,2,3,5
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,36,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,never,never,1~3,1~3,less1,0,0,0,0,0,0,2,2,1,4,8,5
No Urgent Place,Partner,Sunny,80,6PM,2h,Male,36,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,never,never,1~3,1~3,less1,1,0,0,0,0,0,2,2,1,4,8,5
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,21,Single,1,Bachelors degree,Student,$25000 - $37499,4~8,4~8,4~8,1~3,never,0,0,0,0,3,3,3,2,0,1,2,4
Home,Alone,Sunny,80,10PM,1d,Male,21,Single,1,Bachelors degree,Student,$25000 - $37499,4~8,4~8,4~8,1~3,never,1,0,1,1,3,3,3,2,0,1,2,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,less1,1~3,4~8,1~3,less1,0,0,0,0,1,2,3,2,1,7,3,5
Home,Alone,Sunny,80,10PM,1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,less1,1~3,4~8,1~3,less1,1,0,1,0,1,2,3,2,1,7,3,5
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,never,1~3,1~3,4~8,1~3,0,0,0,1,0,2,2,3,2,0,2,2
No Urgent Place,Partner,Sunny,80,6PM,2h,Female,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,never,1~3,1~3,4~8,1~3,1,0,0,0,0,2,2,3,2,0,2,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,0,0,0,0,0,0,1,1,0,3,3,5
No Urgent Place,Kid(s),Sunny,80,10AM,2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,1,0,0,0,0,0,1,1,0,3,3,5
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,0,0,1,0,2,3,2,1,4,4
No Urgent Place,Partner,Sunny,80,6PM,2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,1,0,0,1,1,0,2,3,2,1,4,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,0,0,0,0,0,0,1,3,1,7,3,4
Home,Alone,Sunny,80,10PM,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,0,1,0,0,0,1,3,1,7,3,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,0,1,1,1,1,3,1,7,3,3
No Urgent Place,Partner,Sunny,80,6PM,2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,1,0,0,0,1,1,1,3,1,7,3,3
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,0,0,0,1,1,0,1,1,0,1,3,1
Home,Alone,Sunny,80,10PM,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,0,1,1,1,0,1,1,0,1,3,1
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,0,0,0,0,3,2,2,2,1,3,4,4
Home,Alone,Sunny,80,10PM,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,0,1,1,3,2,2,2,1,3,4,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,0,0,0,1,0,2,3,2,0,1,1,2
Home,Alone,Sunny,80,10PM,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,1,0,1,1,0,2,3,2,0,1,1,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,never,1~3,4~8,1~3,less1,0,0,0,1,0,2,3,2,1,0,5,2
Home,Alone,Sunny,80,10PM,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,never,1~3,4~8,1~3,less1,1,0,1,1,0,2,3,2,1,0,5,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,4~8,4~8,never,0,0,0,0,0,2,3,3,0,3,1,2
No Urgent Place,Kid(s),Sunny,80,10AM,2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,4~8,4~8,never,1,0,0,0,0,2,3,3,0,3,1,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,never,never,less1,1~3,never,0,0,0,0,0,0,1,2,0,1,1,3
No Urgent Place,Kid(s),Sunny,80,10AM,2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,never,never,less1,1~3,never,1,0,0,0,0,0,1,2,0,1,1,3
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,31,Single,0,High School Graduate,Production Occupations,$25000 - $37499,1~3,never,4~8,1~3,less1,0,0,0,0,2,0,3,2,1,3,2,1
Home,Alone,Sunny,80,10PM,1d,Male,31,Single,0,High School Graduate,Production Occupations,$25000 - $37499,1~3,never,4~8,1~3,less1,1,0,1,0,2,0,3,2,1,3,2,1
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,21,Single,0,Bachelors degree,Sales & Related,$100000 or More,less1,4~8,1~3,4~8,1~3,0,0,0,1,1,3,2,3,2,1,8,4
Home,Alone,Sunny,80,10PM,1d,Male,21,Single,0,Bachelors degree,Sales & Related,$100000 or More,less1,4~8,1~3,4~8,1~3,1,0,1,1,1,3,2,3,2,1,8,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,21,Single,0,High School Graduate,Unemployed,$100000 or More,never,never,less1,never,never,0,0,0,0,0,0,1,0,0,1,8,1
Home,Alone,Sunny,80,10PM,1d,Female,21,Single,0,High School Graduate,Unemployed,$100000 or More,never,never,less1,never,never,1,0,1,0,0,0,1,0,0,1,8,1
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,31,Married partner,0,Some college - no degree,Unemployed,$50000 - $62499,never,never,1~3,gt8,1~3,0,0,0,1,0,0,2,4,2,3,4,2
No Urgent Place,Partner,Sunny,80,6PM,2h,Female,31,Married partner,0,Some college - no degree,Unemployed,$50000 - $62499,never,never,1~3,gt8,1~3,1,0,0,0,0,0,2,4,2,3,4,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,21,Single,0,Bachelors degree,Computer & Mathematical,$12500 - $24999,less1,1~3,gt8,gt8,1~3,0,0,0,1,1,2,4,4,2,1,1,4
No Urgent Place,Partner,Sunny,80,6PM,2h,Male,21,Single,0,Bachelors degree,Computer & Mathematical,$12500 - $24999,less1,1~3,gt8,gt8,1~3,1,0,0,1,1,2,4,4,2,1,1,4
No Urgent Place,Kid(s),Sunny,80,10AM,2h,Male,21,Single,0,Bachelors degree,Computer & Mathematical,$12500 - $24999,less1,1~3,gt8,gt8,1~3,1,0,0,1,1,2,4,4,2,1,1,4
Home,Alone,Sunny,80,10PM,1d,Male,21,Single,0,Bachelors degree,Computer & Mathematical,$12500 - $24999,less1,1~3,gt8,gt8,1~3,1,0,1,1,1,2,4,4,2,1,1,4
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,36,Married partner,0,Some college - no degree,Healthcare Practitioners & Technical,$25000 - $37499,never,gt8,4~8,less1,less1,0,0,0,0,0,4,3,1,1,4,2,2
No Urgent Place,Partner,Sunny,80,6PM,2h,Male,36,Married partner,0,Some college - no degree,Healthcare Practitioners & Technical,$25000 - $37499,never,gt8,4~8,less1,less1,1,0,0,0,0,4,3,1,1,4,2,2
No Urgent Place,Alone,Sunny,80,10AM,1d,Male,21,Single,0,High School Graduate,Unemployed,$25000 - $37499,less1,1~3,4~8,1~3,less1,0,0,0,1,1,2,3,2,1,1,2,1
Home,Alone,Sunny,80,10PM,1d,Male,21,Single,0,High School Graduate,Unemployed,$25000 - $37499,less1,1~3,4~8,1~3,less1,1,0,1,0,1,2,3,2,1,1,2,1
No Urgent Place,Alone,Sunny,80,10AM,1d,Female,21,Single,0,Some college - no degree,Student,$50000 - $62499,never,never,never,gt8,less1,0,0,0,0,0,0,0,4,1,1,4,2
